"","Bandnumb","BQI_A","season","lat","lon"
"468",71695,0.344281653482748,"1718",-77.452059,169.229945
"469",71722,0.0602625328174932,"1718",-77.453265,169.237229
"470",71762,0.133883863743215,"1718",-77.453256,169.23686
"471",71783,0.0716507019595877,"1718",-77.45293,169.236116
"472",71800,0.377242104004059,"1617",-77.452467,169.23244
"473",71801,0.133883863743215,"1718",-77.452823,169.231521
"474",71808,0.133883863743215,"1718",-77.453036,169.234659
"475",71816,0.133883863743215,"1718",-77.452857,169.236039
"476",71817,0.0942816534827477,"1718",-77.453298,169.236688
"477",71864,-0.0787258045990707,"1617",-77.452591,169.233755
"478",71903,-0.077495992949621,"1617",-77.453076,169.235178
"479",71906,-0.191046783191016,"1718",-77.451847,169.232092
"480",71912,0.422504007050379,"1617",-77.452511,169.234243
"481",71925,-0.0682416741317341,"1617",-77.453087,169.233616
"482",71944,-0.0787258045990707,"1617",-77.45069,169.228031
"483",71949,0.195089497156273,"1718",-77.454488,169.237919
"484",71953,0.194269622723307,"1718",-77.452477,169.236468
"485",71957,-0.116116136256785,"1718",-77.452397,169.235464
"486",71961,-0.0682416741317341,"1617",-77.452752,169.233229
"487",71984,0.0942816534827477,"1718",-77.452503,169.235121
"488",72001,0.265091659201599,"1617",-77.453074,169.23593
"489",72003,-0.0682416741317341,"1617",-77.45264,169.23381
"490",72004,-0.155718346517252,"1718",-77.452941,169.234169
"491",72018,0.133883863743215,"1718",-77.453326,169.231605
"492",72034,-0.0485032248465106,"1516",-77.45315,169.233807
"493",72054,-0.0682416741317341,"1617",-77.453019,169.237577
"494",72060,0.133883863743215,"1718",-77.451552,169.23107
"495",72069,-0.0682416741317341,"1617",-77.453314,169.234807
"496",72079,0.133883863743215,"1718",-77.452814,169.2311
"497",72080,0.195089497156273,"1718",-77.452926,169.236392
"498",72089,-0.0682416741317341,"1617",-77.453828,169.236132
"499",72113,-0.0682416741317341,"1617",-77.452757,169.234833
"500",72126,0.133883863743215,"1718",-77.452926,169.236414
"501",72140,0.133883863743215,"1718",-77.45255,169.234778
"502",72148,0.142286550142317,"1718",-77.452681,169.229531
"503",72156,-0.116116136256785,"1718",-77.452529,169.234801
"504",72158,0.195089497156273,"1718",-77.452484,169.234179
"505",72165,-0.13824383617706,"1718",-77.452531,169.233381
"506",72786,0.185722573376722,"1718",-77.452661,169.235424
"507",72792,0.231575023742994,"1718",-77.452951,169.235891
"508",72829,0.231575023742994,"1718",-77.452693,169.23366
"509",72838,-0.0539833290466009,"1617",-77.455286,169.224058
"510",72884,-0.0539833290466009,"1617",-77.45298,169.235789
"511",73014,0.231575023742994,"1718",-77.452967,169.235482
"512",73071,0.231575023742994,"1718",-77.452603,169.235846
"513",73076,-0.0539833290466009,"1617",-77.453019,169.23441
